PASS
ok  	github.com/olekukonko/tablewriter	0.819s
?   	github.com/olekukonko/tablewriter/cmd/csv2table	[no test files]
goos: darwin
goarch: arm64
pkg: github.com/olekukonko/tablewriter/pkg/twwarp
cpu: Apple M2
BenchmarkWrapString-8             	   10630	    111320 ns/op	  90.22 MB/s	   48488 B/op	      33 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_NoCache-8      	  129080	      9266 ns/op	  58.28 MB/s	    1180 B/op	       3 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheMiss-8    	  123823	      9282 ns/op	  58.18 MB/s	    1817 B/op	       4 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheMiss-8    	 1000000	      8943 ns/op	  60.38 MB/s	    1754 B/op	       4 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheMiss-8    	 3532728	      7337 ns/op	  73.60 MB/s	    1481 B/op	       4 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheMiss-8    	 3610767	       705.9 ns/op	 764.94 MB/s	     626 B/op	       2 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheMiss-8    	 3502867	       387.5 ns/op	1393.73 MB/s	     583 B/op	       1 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheMiss-8    	 3706471	       680.7 ns/op	 793.25 MB/s	     640 B/op	       2 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheHit-8     	51185895	        24.01 ns/op	22492.97 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheHit-8     	51442992	        23.44 ns/op	23041.30 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheHit-8     	47312392	        23.56 ns/op	22917.72 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheHit-8     	51727110	        23.33 ns/op	23144.01 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheHit-8     	51212746	        23.62 ns/op	22862.18 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongSimpleASCII_EAtrue_CacheHit-8     	51598200	        23.23 ns/op	23247.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_NoCache-8   	   21105	     57258 ns/op	  35.80 MB/s	    1389 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_NoCache-8   	   20656	     57558 ns/op	  35.62 MB/s	    1386 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_NoCache-8   	   21045	     57257 ns/op	  35.80 MB/s	    1386 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_NoCache-8   	   20884	     57463 ns/op	  35.68 MB/s	    1391 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_NoCache-8   	   20984	     56898 ns/op	  36.03 MB/s	    1388 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_NoCache-8   	   21164	     57796 ns/op	  35.47 MB/s	    1388 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheMiss-8 	  103934	     31906 ns/op	  64.25 MB/s	    3143 B/op	       6 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheMiss-8 	 1000000	     52097 ns/op	  39.35 MB/s	    3737 B/op	      10 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheMiss-8 	 1298925	     14140 ns/op	 144.98 MB/s	    2637 B/op	       4 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheMiss-8 	 1000000	      1288 ns/op	1592.17 MB/s	    2311 B/op	       1 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheMiss-8 	 2546826	     30224 ns/op	  67.83 MB/s	    3071 B/op	       6 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheMiss-8 	 1000000	      8376 ns/op	 244.74 MB/s	    2311 B/op	       1 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheHit-8  	25786026	        44.71 ns/op	45849.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheHit-8  	27173578	        44.15 ns/op	46427.72 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheHit-8  	27221428	        44.54 ns/op	46030.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheHit-8  	27213686	        44.07 ns/op	46519.79 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheHit-8  	27233990	        44.27 ns/op	46310.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAfalse_CacheHit-8  	27164018	        44.12 ns/op	46460.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_NoCache-8    	   19785	     60051 ns/op	  34.14 MB/s	    1386 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_NoCache-8    	   20198	     60161 ns/op	  34.08 MB/s	    1391 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_NoCache-8    	   19585	     60345 ns/op	  33.97 MB/s	    1390 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_NoCache-8    	   19956	     61714 ns/op	  33.22 MB/s	    1391 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_NoCache-8    	   19554	     61682 ns/op	  33.24 MB/s	    1388 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_NoCache-8    	   19830	     60050 ns/op	  34.14 MB/s	    1393 B/op	       9 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheMiss-8  	   38818	     29507 ns/op	  69.48 MB/s	    3059 B/op	       6 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheMiss-8  	 1000000	     58539 ns/op	  35.02 MB/s	    3835 B/op	      10 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheMiss-8  	 2186653	     33757 ns/op	  60.73 MB/s	    3157 B/op	       6 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheMiss-8  	 1000000	      1283 ns/op	1597.72 MB/s	    2311 B/op	       1 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheMiss-8  	 1653430	      1256 ns/op	1632.67 MB/s	    2311 B/op	       1 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheMiss-8  	 2195628	      2716 ns/op	 754.79 MB/s	    2317 B/op	       2 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheHit-8   	26531894	        44.76 ns/op	45801.05 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheHit-8   	26634384	        44.68 ns/op	45878.57 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheHit-8   	27184633	        44.97 ns/op	45583.96 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheHit-8   	27011893	        44.46 ns/op	46104.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheHit-8   	27183812	        44.09 ns/op	46498.94 MB/s	       0 B/op	       0 allocs/op
BenchmarkWidthFunction/LongASCIIWithANSI_EAtrue_CacheHit-8   	27269318	        44.17 ns/op	46406.38 MB/s	       0 B/op	       0 allocs/op
PASS
ok  	github.com/olekukonko/tablewriter/pkg/twwidth	724.296s
?   	github.com/olekukonko/tablewriter/renderer	[no test files]
PASS
ok  	github.com/olekukonko/tablewriter/tests	2.959s
PASS
ok  	github.com/olekukonko/tablewriter/tw	0.270s
